日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2025/03/21,小型臺指期貨,投信,4,4457,0,0,4,4457,156,173012,17,18854,139,154158
2025/03/21,小型臺指期貨,外資及陸資,96727,107714478,102549,114181561,-5822,-6467083,4232,4693648,4953,5493173,-721,-799525
2025/03/24,小型臺指期貨,自營商,9687,10764773,10248,11374584,-561,-609811,2171,2402443,11868,13127955,-9697,-10725512
2025/03/24,小型臺指期貨,投信,0,0,0,0,0,0,156,172778,17,18828,139,153950
2025/03/24,小型臺指期貨,外資及陸資,89766,99531574,91254,101172995,-1488,-1641421,2861,3168848,5506,6098370,-2645,-2929522
2025/03/25,小型臺指期貨,自營商,10688,11928480,9797,10929150,891,999330,2758,3071482,11334,12618112,-8576,-9546630
2025/03/25,小型臺指期貨,投信,3,3345,4,4452,-1,-1107,152,169488,14,15611,138,153877
2025/03/25,小型臺指期貨,外資及陸資,83535,93153506,76037,84798311,7498,8355195,3314,3695390,3197,3564932,117,130458
2025/03/26,小型臺指期貨,自營商,8554,9557254,9938,11094012,-1384,-1536759,1998,2224516,11494,12798068,-9496,-10573552
2025/03/26,小型臺指期貨,投信,3,3345,0,0,3,3345,155,172856,14,15613,141,157243
2025/03/26,小型臺指期貨,外資及陸資,65389,73041786,64552,72097065,837,944720,4280,4773177,3326,3709349,954,1063828
2025/03/27,小型臺指期貨,自營商,10455,11517554,11723,12912828,-1268,-1395274,2951,3239481,13885,15235285,-10934,-11995804
2025/03/27,小型臺指期貨,投信,0,0,2,2197,-2,-2197,155,170275,16,17577,139,152698
2025/03/27,小型臺指期貨,外資及陸資,81439,89790971,93008,102601064,-11569,-12810093,1695,1862181,5087,5588728,-3392,-3726547
2025/03/28,小型臺指期貨,自營商,13339,14472434,13390,14531952,-51,-59518,3579,3863199,14580,15727578,-11001,-11864379
2025/03/28,小型臺指期貨,投信,0,0,1,1080,-1,-1080,155,167392,17,18359,138,149033
2025/03/28,小型臺指期貨,外資及陸資,111670,121405104,113615,123526061,-1945,-2120956,527,569281,5880,6350692,-5353,-5781411
2025/03/31,小型臺指期貨,自營商,19711,20730530,20276,21309722,-565,-579192,3261,3386251,14384,14914444,-11123,-11528193
2025/03/31,小型臺指期貨,投信,4,4158,0,0,4,4158,159,165074,17,17649,142,147425
2025/03/31,小型臺指期貨,外資及陸資,150972,159384513,142569,150556186,8403,8828326,1711,1776566,3723,3865855,-2012,-2089289
2025/04/01,小型臺指期貨,自營商,17608,18498032,13691,14374737,3917,4123295,3853,4082094,10961,11587762,-7108,-7505668
2025/04/01,小型臺指期貨,投信,2,2120,0,0,2,2120,159,168437,15,15890,144,152547
2025/04/01,小型臺指期貨,外資及陸資,125094,131231245,123637,129677815,1457,1553429,2969,3145346,3002,3180374,-33,-35028
2025/04/02,小型臺指期貨,自營商,12448,13226794,10536,11193702,1912,2033092,4603,4902332,9985,10609473,-5382,-5707141
2025/04/02,小型臺指期貨,投信,0,0,3,3195,-3,-3195,156,166109,15,15972,141,150137
2025/04/02,小型臺指期貨,外資及陸資,119966,127434868,113734,120808792,6232,6626076,3456,3680254,3051,3249188,405,431066
2025/04/07,小型臺指期貨,自營商,9808,10205481,11143,11494464,-1335,-1288983,4831,4630413,11554,11053204,-6723,-6422791
2025/04/07,小型臺指期貨,投信,0,0,0,0,0,0,156,149503,15,14375,141,135128
2025/04/07,小型臺指期貨,外資及陸資,93727,100038081,98084,104603430,-4357,-4565349,2047,1961960,5502,5273311,-3455,-3311351
2025/04/08,小型臺指期貨,自營商,33548,30576389,33665,30719282,-117,-142893,5348,4865788,12253,11109423,-6905,-6243635
2025/04/08,小型臺指期貨,投信,0,0,0,0,0,0,156,141718,15,13627,141,128091
2025/04/08,小型臺指期貨,外資及陸資,392465,357668771,391330,356896542,1135,772228,7400,6722311,8937,8118211,-1537,-1395900
2025/04/09,小型臺指期貨,自營商,33558,30022151,36579,32698543,-3021,-2676392,4482,3847262,13528,11597694,-9046,-7750432
2025/04/09,小型臺指期貨,投信,4,3599,0,0,4,3599,160,137472,15,12888,145,124584
2025/04/09,小型臺指期貨,外資及陸資,368015,332456726,368029,332357780,-14,98946,9161,7871094,10684,9179487,-1523,-1308393
2025/04/10,小型臺指期貨,自營商,17883,16044390,16522,14792976,1361,1251414,4493,4241013,11955,11272325,-7462,-7031312
2025/04/10,小型臺指期貨,投信,0,0,0,0,0,0,160,151216,15,14177,145,137039
2025/04/10,小型臺指期貨,外資及陸資,242565,213816423,225810,198692716,16755,15123707,13443,12703348,3981,3762270,9462,8941078
2025/04/11,小型臺指期貨,自營商,26272,25013321,26722,25478890,-450,-465569,4725,4606033,12420,12100940,-7695,-7494907
2025/04/11,小型臺指期貨,投信,9,8676,0,0,9,8676,169,165138,15,14657,154,150481
2025/04/11,小型臺指期貨,外資及陸資,369299,351311198,364582,346785033,4717,4526165,12794,12495262,4571,4465668,8223,8029594
2025/04/14,小型臺指期貨,自營商,20166,19752906,21879,21415902,-1713,-1662996,2597,2522953,12529,12175972,-9932,-9653019
2025/04/14,小型臺指期貨,投信,152,148243,140,136653,12,11589,183,178254,17,16555,166,161699
2025/04/14,小型臺指期貨,外資及陸資,243968,238015601,247927,241812873,-3959,-3797273,11540,11243026,7407,7219437,4133,4023589
2025/04/15,小型臺指期貨,自營商,17693,17350748,15422,15118634,2271,2232114,3290,3246974,11515,11361556,-8225,-8114582
2025/04/15,小型臺指期貨,投信,38,37573,42,41551,-4,-3979,179,177016,17,16811,162,160205
2025/04/15,小型臺指期貨,外資及陸資,133861,131071081,128216,125513622,5645,5557459,13458,13313347,3795,3755079,9663,9558268
2025/04/16,小型臺指期貨,自營商,15761,15468770,18793,18416970,-3032,-2948200,1790,1724698,5569,5353948,-3779,-3629250
2025/04/16,小型臺指期貨,投信,4,3891,4,3904,0,-13,179,173174,17,16447,162,156727
2025/04/16,小型臺指期貨,外資及陸資,107226,105439761,114582,112646203,-7356,-7206442,2000,1931435,7176,6942073,-5176,-5010638
2025/04/17,小型臺指期貨,自營商,10970,10567066,10596,10198823,374,368243,2483,2397504,5937,5712968,-3454,-3315464
2025/04/17,小型臺指期貨,投信,4,3844,2,1937,2,1907,183,177208,19,18399,164,158809
2025/04/17,小型臺指期貨,外資及陸資,148152,142782189,145557,140274526,2595,2507663,3662,3541526,6361,6159043,-2699,-2617517
2025/04/18,小型臺指期貨,自營商,8551,8300429,8165,7912197,386,388233,2072,1996088,5120,4913166,-3048,-2917078
2025/04/18,小型臺指期貨,投信,0,0,4,3875,-4,-3875,179,173039,19,18367,160,154672
2025/04/18,小型臺指期貨,外資及陸資,110551,107204452,112783,109356635,-2232,-2152184,2809,2710637,7861,7598232,-5052,-4887595
2025/04/21,小型臺指期貨,自營商,5547,5317982,5292,5069359,255,248623,2096,1994691,4844,4588683,-2748,-2593992
2025/04/21,小型臺指期貨,投信,0,0,4,3833,-4,-3833,175,167116,19,18144,156,148972
2025/04/21,小型臺指期貨,外資及陸資,58817,56319691,59307,56780659,-490,-460968,3457,3296659,8953,8548446,-5496,-5251787
2025/04/22,小型臺指期貨,自營商,7656,7233463,9081,8572434,-1425,-1338971,2160,2022870,6510,6080372,-4350,-4057502
2025/04/22,小型臺指期貨,投信,2,1881,0,0,2,1881,177,166407,19,17863,158,148544
2025/04/22,小型臺指期貨,外資及陸資,104830,99152891,107638,101803997,-2808,-2651106,3589,3369205,7545,7091793,-3956,-3722588
2025/04/23,小型臺指期貨,自營商,15193,14632459,10391,10007892,4802,4624568,5280,5150829,4827,4678242,453,472587
2025/04/23,小型臺指期貨,投信,0,0,0,0,0,0,177,173088,19,18580,158,154508
2025/04/23,小型臺指期貨,外資及陸資,113643,109078660,106491,102204922,7152,6873737,8176,7987613,4796,4689339,3380,3298274
2025/04/24,小型臺指期貨,自營商,8037,7871161,8773,8575393,-736,-704232,5112,4965056,5271,5090649,-159,-125593
2025/04/24,小型臺指期貨,投信,4,3920,8,7789,-4,-3869,173,168329,19,18487,154,149842
2025/04/24,小型臺指期貨,外資及陸資,120090,117753555,122992,120582841,-2902,-2829286,6265,6089882,5993,5830162,272,259720
2025/04/25,小型臺指期貨,自營商,9865,9751883,9490,9386999,375,364885,5821,5772983,5660,5587108,161,185875
2025/04/25,小型臺指期貨,投信,0,0,0,0,0,0,173,171901,19,18879,154,153022
2025/04/25,小型臺指期貨,外資及陸資,117789,116421973,110171,108920753,7618,7501221,4396,4360906,4929,4897069,-533,-536163
2025/04/28,小型臺指期貨,自營商,5669,5646693,6601,6574508,-932,-927815,5384,5363941,6178,6130298,-794,-766357
2025/04/28,小型臺指期貨,投信,1,998,0,0,1,998,173,172697,18,17969,155,154728
2025/04/28,小型臺指期貨,外資及陸資,102784,102356452,104013,103589984,-1229,-1233533,3517,3503566,5279,5269196,-1762,-1765630
2025/04/29,小型臺指期貨,自營商,7311,7318047,7325,7333247,-14,-15200,5342,5370610,6153,6164661,-811,-794051
2025/04/29,小型臺指期貨,投信,0,0,0,0,0,0,173,174341,18,18140,155,156201
2025/04/29,小型臺指期貨,外資及陸資,87650,87763554,86765,86871929,885,891625,6127,6167277,7004,7057634,-877,-890357
2025/04/30,小型臺指期貨,自營商,9449,9517596,8284,8335668,1165,1181928,5471,5499783,5158,5159560,313,340223
2025/04/30,小型臺指期貨,投信,33,33256,0,0,33,33256,206,207586,18,18139,188,189447
2025/04/30,小型臺指期貨,外資及陸資,83958,84575920,81310,81902340,2648,2673580,6491,6533606,4865,4901722,1626,1631884
2025/05/02,小型臺指期貨,自營商,11142,11354056,9942,10109042,1200,1245013,6957,7171396,5444,5587764,1513,1583632
2025/05/02,小型臺指期貨,投信,4,4103,20,20677,-16,-16575,190,196479,18,18614,172,177865
2025/05/02,小型臺指期貨,外資及陸資,115963,117691205,111889,113513856,4074,4177349,9770,10093610,3576,3697867,6194,6395743
2025/05/05,小型臺指期貨,自營商,12832,13164677,14193,14557255,-1361,-1392578,6215,6326687,6298,6380643,-83,-53956
2025/05/05,小型臺指期貨,投信,0,0,1,1022,-1,-1022,190,194019,19,19402,171,174617
2025/05/05,小型臺指期貨,外資及陸資,125071,128695130,135320,139215038,-10249,-10519909,5257,5359178,9536,9736820,-4279,-4377642
2025/05/06,小型臺指期貨,自營商,10484,10643518,11841,12012580,-1357,-1369062,4756,4818178,6540,6594569,-1784,-1776391
2025/05/06,小型臺指期貨,投信,0,0,17,17301,-17,-17301,175,178019,21,21362,154,156657
2025/05/06,小型臺指期貨,外資及陸資,107805,109557264,108189,109948033,-384,-390768,6880,6987092,4482,4558167,2398,2428925
2025/05/07,小型臺指期貨,自營商,11473,11668913,10532,10704584,941,964329,5724,5806052,6348,6405875,-624,-599823
2025/05/07,小型臺指期貨,投信,0,0,1,1021,-1,-1021,174,177280,21,21396,153,155884
2025/05/07,小型臺指期貨,外資及陸資,118188,120160441,117843,119812236,345,348205,7847,7982854,5104,5199478,2743,2783376
2025/05/08,小型臺指期貨,自營商,11930,12215278,10322,10568561,1608,1646716,7720,7910753,6736,6868819,984,1041934
2025/05/08,小型臺指期貨,投信,0,0,0,0,0,0,174,179029,21,21607,153,157422
2025/05/08,小型臺指期貨,外資及陸資,122218,125164651,119456,122320395,2762,2844256,9896,10169447,4211,4330939,5685,5838508
2025/05/09,小型臺指期貨,自營商,11881,12276727,10769,11131025,1112,1145702,9336,9693480,7368,7620158,1968,2073322
2025/05/09,小型臺指期貨,投信,0,0,0,0,0,0,174,181352,21,21887,153,159465
2025/05/09,小型臺指期貨,外資及陸資,106834,110491162,106893,110510449,-59,-19287,10239,10662023,4492,4679866,5747,5982157
2025/05/12,小型臺指期貨,自營商,8569,8973451,9007,9430874,-438,-457423,9008,9453951,7760,8112584,1248,1341367
2025/05/12,小型臺指期貨,投信,1,1054,13,13692,-12,-12639,161,169638,20,21073,141,148565
2025/05/12,小型臺指期貨,外資及陸資,80421,84188710,84772,88731268,-4351,-4542558,9131,9609453,7821,8238332,1310,1371121
2025/05/13,小型臺指期貨,自營商,13510,14407335,12279,13093248,1231,1314087,9278,9867911,6749,7139963,2529,2727948
2025/05/13,小型臺指期貨,投信,3,3203,15,16014,-12,-12811,146,155892,17,18152,129,137740
2025/05/13,小型臺指期貨,外資及陸資,103128,110210032,100748,107670704,2380,2539327,8702,9278683,4909,5239407,3793,4039276
2025/05/14,小型臺指期貨,自營商,13798,14888214,13155,14198532,643,689681,9428,10223955,5968,6435126,3460,3788829
2025/05/14,小型臺指期貨,投信,3,3264,0,0,3,3264,146,158936,14,15240,132,143696
2025/05/14,小型臺指期貨,外資及陸資,87664,94638474,82370,88961442,5294,5677032,13436,14606263,4327,4709364,9109,9896899
2025/05/15,小型臺指期貨,自營商,6561,7122212,6378,6914059,183,208152,9293,10044977,5656,6070297,3637,3974680
2025/05/15,小型臺指期貨,投信,81,87387,80,86836,1,551,148,160021,15,16271,133,143750
2025/05/15,小型臺指期貨,外資及陸資,72353,78765734,73847,80392659,-1494,-1626925,11741,12718049,4246,4604984,7495,8113065
2025/05/16,小型臺指期貨,自營商,7166,7773147,6680,7250671,486,522477,10448,11359912,6410,6931343,4038,4428569
2025/05/16,小型臺指期貨,投信,15,16368,18,19525,-3,-3157,148,160992,18,19530,130,141462
2025/05/16,小型臺指期貨,外資及陸資,70601,76741440,71011,77186708,-410,-445268,10465,11400041,3128,3412533,7337,7987508
2025/05/19,小型臺指期貨,自營商,9703,10492185,10781,11644121,-1078,-1151936,9184,9860468,6390,6818994,2794,3041474
2025/05/19,小型臺指期貨,投信,0,0,1,1072,-1,-1072,148,158972,19,20365,129,138607
2025/05/19,小型臺指期貨,外資及陸資,78520,85215192,83845,91004305,-5325,-5789112,8456,9091742,6780,7291959,1676,1799783
2025/05/20,小型臺指期貨,自營商,9291,10021006,9869,10640219,-578,-619213,8244,8856857,5976,6377608,2268,2479249
2025/05/20,小型臺指期貨,投信,69,74048,65,70018,4,4030,152,163105,19,20386,133,142719
2025/05/20,小型臺指期貨,外資及陸資,77684,83902992,77555,83781752,129,121240,6906,7426881,4997,5375743,1909,2051138
2025/05/21,小型臺指期貨,自營商,11493,12417639,10647,11500978,846,916661,2348,2529018,4994,5384076,-2646,-2855058
2025/05/21,小型臺指期貨,投信,7,7565,4,4328,3,3237,154,166959,18,19515,136,147444
2025/05/21,小型臺指期貨,外資及陸資,71251,77016796,65923,71276497,5328,5740299,7344,7958635,466,505135,6878,7453500
2025/05/22,小型臺指期貨,自營商,5475,5890798,5832,6259391,-357,-368592,2678,2865953,5780,6176362,-3102,-3310409
2025/05/22,小型臺指期貨,投信,4,4292,0,0,4,4292,158,169842,18,19349,140,150493
2025/05/22,小型臺指期貨,外資及陸資,75711,81498429,82591,88917043,-6880,-7418614,4905,5267105,5392,5791899,-487,-524794
2025/05/23,小型臺指期貨,自營商,5337,5724068,5827,6242135,-490,-518067,2798,2991037,6350,6775722,-3552,-3784685
2025/05/23,小型臺指期貨,投信,0,0,2,2147,-2,-2147,158,169581,20,21466,138,148115
2025/05/23,小型臺指期貨,外資及陸資,82416,88488007,81765,87794086,651,693921,4281,4588955,3908,4191660,373,397295
2025/05/26,小型臺指期貨,自營商,9612,10245730,9497,10121779,115,123951,2950,3143288,6890,7324304,-3940,-4181016
2025/05/26,小型臺指期貨,投信,0,0,2,2138,-2,-2138,158,168910,22,23519,136,145391
2025/05/26,小型臺指期貨,外資及陸資,114127,121612395,116156,123767403,-2029,-2155008,4352,4645771,5857,6254257,-1505,-1608486
2025/05/27,小型臺指期貨,自營商,6268,6658267,7109,7547403,-841,-889137,2746,2902925,7673,8096216,-4927,-5193291
2025/05/27,小型臺指期貨,投信,0,0,1,1061,-1,-1061,158,167646,23,24404,135,143242
2025/05/27,小型臺指期貨,外資及陸資,59318,63115487,61586,65515426,-2268,-2399940,4463,4728941,8353,8854431,-3890,-4125490
2025/05/28,小型臺指期貨,自營商,9806,10432617,10837,11526200,-1031,-1093583,2332,2463367,8341,8812990,-6009,-6349623
2025/05/28,小型臺指期貨,投信,3,3187,4,4264,-1,-1076,156,165750,22,23375,134,142375
2025/05/28,小型臺指期貨,外資及陸資,86726,92396944,86148,91778076,578,618868,5135,5449005,3956,4197653,1179,1251352
2025/05/29,小型臺指期貨,自營商,8973,9574815,9339,9953174,-366,-378358,2852,3024218,9225,9780469,-6373,-6756251
2025/05/29,小型臺指期貨,投信,0,0,2,2131,-2,-2131,154,164141,22,23449,132,140692
2025/05/29,小型臺指期貨,外資及陸資,89977,96025686,92987,99212926,-3010,-3187240,6314,6722671,7971,8490750,-1657,-1768079
2025/06/02,小型臺指期貨,自營商,10107,10576333,10252,10720966,-145,-144633,3089,3212486,9798,10164469,-6709,-6951983
2025/06/02,小型臺指期貨,投信,0,0,3,3132,-3,-3132,154,160699,25,26088,129,134611
2025/06/02,小型臺指期貨,外資及陸資,106851,112199294,109053,114508511,-2202,-2309217,5631,5869352,6158,6419683,-527,-550331
2025/06/03,小型臺指期貨,自營商,10357,10861824,8249,8654979,2108,2206846,2215,2308480,7161,7461730,-4946,-5153250
2025/06/03,小型臺指期貨,投信,0,0,3,3146,-3,-3146,154,161500,28,29364,126,132136
2025/06/03,小型臺指期貨,外資及陸資,88785,93259673,81982,86105125,6803,7154547,9042,9475043,2957,3096029,6085,6379014
2025/06/04,小型臺指期貨,自營商,11771,12533933,10165,10843704,1606,1690229,3375,3599684,6335,6766584,-2960,-3166900
2025/06/04,小型臺指期貨,投信,11,11815,0,0,11,11815,154,165388,17,18257,137,147131
2025/06/04,小型臺指期貨,外資及陸資,76037,80932942,69360,73822058,6677,7110884,8831,9476560,1504,1612816,7327,7863744
2025/06/05,小型臺指期貨,自營商,6053,6511483,6723,7228928,-670,-717445,3649,3906518,7087,7601825,-3438,-3695307
2025/06/05,小型臺指期貨,投信,5,5387,0,0,5,5387,158,170277,16,17243,142,153034
2025/06/05,小型臺指期貨,外資及陸資,65291,70339271,66428,71563640,-1137,-1224369,7726,8319174,1698,1824510,6028,6494664
2025/06/06,小型臺指期貨,自營商,7442,8019177,7343,7906589,99,112588,3177,3405180,6439,6908136,-3262,-3502956
2025/06/06,小型臺指期貨,投信,1,1078,0,0,1,1078,158,170371,15,16175,143,154196
2025/06/06,小型臺指期貨,外資及陸資,78967,85267925,81526,88032924,-2559,-2764999,6459,6957922,3122,3359430,3337,3598492
2025/06/09,小型臺指期貨,自營商,6166,6665920,6248,6752579,-82,-86658,3253,3512397,6371,6882562,-3118,-3370165
2025/06/09,小型臺指期貨,投信,6,6514,0,0,6,6514,161,174838,12,13031,149,161807
2025/06/09,小型臺指期貨,外資及陸資,59394,64340426,60039,65031186,-645,-690760,7581,8225827,4763,5166597,2818,3059230
2025/06/10,小型臺指期貨,自營商,11247,12329464,10231,11241950,1016,1087515,4394,4824812,6463,7114246,-2069,-2289434
2025/06/10,小型臺指期貨,投信,0,0,0,0,0,0,161,178034,12,13270,149,164764
2025/06/10,小型臺指期貨,外資及陸資,72970,80161588,70055,76994808,2915,3166780,9581,10585383,3760,4153837,5821,6431546
2025/06/11,小型臺指期貨,自營商,9388,10412363,9138,10139935,250,272428,4550,5046339,6263,6962782,-1713,-1916443
2025/06/11,小型臺指期貨,投信,2,2235,0,0,2,2235,163,182104,12,13406,151,168698
2025/06/11,小型臺指期貨,外資及陸資,70276,78113569,68620,76268263,1656,1845306,9230,10302059,1622,1811273,7608,8490786
2025/06/12,小型臺指期貨,自營商,7660,8525485,8887,9866549,-1227,-1341065,3285,3625948,6594,7289113,-3309,-3663165
2025/06/12,小型臺指期貨,投信,1,1113,0,0,1,1113,164,182475,12,13352,152,169123
2025/06/12,小型臺指期貨,外資及陸資,70043,78197670,73208,81731975,-3165,-3534306,6916,7685213,2829,3142812,4087,4542401
2025/06/13,小型臺指期貨,自營商,13129,14419347,14905,16344345,-1776,-1924998,3026,3284070,7756,8432016,-4730,-5147946
2025/06/13,小型臺指期貨,投信,14,15330,12,12974,2,2357,166,182070,12,12970,154,169100
2025/06/13,小型臺指期貨,外資及陸資,94748,104537553,98446,108592438,-3698,-4054884,7791,8529650,7071,7740946,720,788704
2025/06/16,小型臺指期貨,自營商,11364,12417921,11871,12968328,-507,-550407,3062,3328062,8580,9358964,-5518,-6030902
2025/06/16,小型臺指期貨,投信,105,113866,88,96900,17,16966,183,199825,12,13015,171,186810
2025/06/16,小型臺指期貨,外資及陸資,82432,90541042,80086,87945665,2346,2595376,8107,8917497,5037,5534785,3070,3382712
2025/06/17,小型臺指期貨,自營商,12069,13271804,12442,13678862,-373,-407058,3888,4251883,9417,10324696,-5529,-6072813
2025/06/17,小型臺指期貨,投信,121,131748,71,78664,50,53084,233,254014,12,13075,221,240939
2025/06/17,小型臺指期貨,外資及陸資,73718,81480937,72972,80629772,746,851165,7815,8644602,3951,4340245,3864,4304357
2025/06/18,小型臺指期貨,自營商,15013,16545236,13890,15301961,1123,1243275,3560,3896702,5673,6206514,-2113,-2309812
2025/06/18,小型臺指期貨,投信,10,10926,8,8890,2,2036,235,257689,12,13159,223,244530
2025/06/18,小型臺指期貨,外資及陸資,77157,85094156,75726,83541004,1431,1553152,2904,3182787,1980,2171169,924,1011618
2025/06/19,小型臺指期貨,自營商,7227,7867470,8114,8823837,-887,-956367,3580,3881409,6789,7352395,-3209,-3470986
2025/06/19,小型臺指期貨,投信,15,16278,0,0,15,16278,250,271288,12,13022,238,258266
2025/06/19,小型臺指期貨,外資及陸資,72280,78767182,77999,85001438,-5719,-6234256,1085,1175951,6155,6677861,-5070,-5501910
2025/06/20,小型臺指期貨,自營商,7803,8421985,7967,8596703,-164,-174718,3669,3969266,7060,7628537,-3391,-3659271
2025/06/20,小型臺指期貨,投信,2,2165,11,11900,-9,-9735,243,263048,14,15155,229,247893
2025/06/20,小型臺指期貨,外資及陸資,75617,81618144,74310,80198111,1307,1420033,1730,1871326,5167,5592633,-3437,-3721307
2025/06/23,小型臺指期貨,自營商,10129,10861461,11001,11779417,-872,-917956,3848,4127886,8015,8587676,-4167,-4459790
2025/06/23,小型臺指期貨,投信,16,17172,0,0,16,17172,259,278062,14,15030,245,263032
2025/06/23,小型臺指期貨,外資及陸資,102372,109947388,103350,111012098,-978,-1064710,1803,1934246,6286,6747183,-4483,-4812937
2025/06/24,小型臺指期貨,自營商,11891,12923968,10590,11512003,1301,1411965,4255,4664529,7000,7674062,-2745,-3009533
2025/06/24,小型臺指期貨,投信,36,39479,0,0,36,39479,295,323895,14,15371,281,308524
2025/06/24,小型臺指期貨,外資及陸資,100394,108822428,96509,104604103,3885,4218325,3635,3988850,3636,3992019,-1,-3169
2025/06/25,小型臺指期貨,自營商,8226,9069660,7458,8220996,768,848664,4433,4897386,6382,7051144,-1949,-2153758
2025/06/25,小型臺指期貨,投信,19,21014,0,0,19,21014,311,344635,11,12190,300,332445
2025/06/25,小型臺指期貨,外資及陸資,67096,73952183,69048,76097770,-1952,-2145587,2001,2215272,4086,4527783,-2085,-2312511
2025/06/26,小型臺指期貨,自營商,5988,6632793,7062,7816406,-1074,-1183613,4294,4732848,7317,8065462,-3023,-3332614
2025/06/26,小型臺指期貨,投信,5,5529,4,4423,1,1106,316,349417,15,16586,301,332831
2025/06/26,小型臺指期貨,外資及陸資,67540,74846498,68424,75823503,-884,-977005,2068,2284456,5012,5541682,-2944,-3257226
2025/06/27,小型臺指期貨,自營商,8886,9807457,8839,9748151,47,59306,4768,5256683,7820,8618727,-3052,-3362044
2025/06/27,小型臺指期貨,投信,4,4425,0,0,4,4425,320,353952,15,16592,305,337360
2025/06/27,小型臺指期貨,外資及陸資,72903,80499571,72241,79773160,662,726411,2553,2821182,4840,5353359,-2287,-2532177
2025/06/30,小型臺指期貨,自營商,10402,11502920,10068,11133645,334,369275,5291,5838225,8193,9042867,-2902,-3204642
2025/06/30,小型臺指期貨,投信,46,50904,0,0,46,50904,365,404128,14,15501,351,388627
2025/06/30,小型臺指期貨,外資及陸資,68780,76100538,64887,71785490,3893,4315048,4204,4651819,2512,2781083,1692,1870736
2025/07/01,小型臺指期貨,自營商,13424,14970610,13570,15150469,-146,-179859,4907,5457036,8054,8974545,-3147,-3517509
2025/07/01,小型臺指期貨,投信,12,13457,0,0,12,13457,375,419100,12,13411,363,405689
2025/07/01,小型臺指期貨,外資及陸資,84813,94650902,83358,93038194,1455,1612709,5569,6221630,2240,2502903,3329,3718727
2025/07/02,小型臺指期貨,自營商,8440,9408825,6963,7757958,1477,1650867,4470,4976056,6483,7229427,-2013,-2253371
2025/07/02,小型臺指期貨,投信,3,3359,0,0,3,3359,378,423228,12,13436,366,409792
2025/07/02,小型臺指期貨,外資及陸資,61457,68551132,63838,71207053,-2381,-2655920,4175,4672438,3330,3726795,845,945643
2025/07/03,小型臺指期貨,自營商,8634,9720016,8102,9123263,532,596753,4082,4596049,5597,6323642,-1515,-1727593
2025/07/03,小型臺指期貨,投信,2,2268,0,0,2,2268,380,430920,12,13608,368,417312
2025/07/03,小型臺指期貨,外資及陸資,72651,81874969,65275,73545310,7376,8329659,4691,5316783,646,732355,4045,4584428
2025/07/04,小型臺指期貨,自營商,9384,10612869,11001,12421171,-1617,-1808302,3946,4398268,6978,7796401,-3032,-3398133
2025/07/04,小型臺指期貨,投信,9,10150,2,2244,7,7907,389,436380,14,15705,375,420675
2025/07/04,小型臺指期貨,外資及陸資,67011,75877945,74375,84211769,-7364,-8333824,1883,2110283,5707,6399440,-3824,-4289157
2025/07/07,小型臺指期貨,自營商,8152,9103735,8782,9802224,-630,-698489,4448,4939571,8046,8949574,-3598,-4010003
2025/07/07,小型臺指期貨,投信,7,7814,7,7817,0,-3,392,437629,17,18979,375,418650
2025/07/07,小型臺指期貨,外資及陸資,69409,77576482,68713,76799779,696,776703,2746,3063414,5737,6402207,-2991,-3338793
2025/07/08,小型臺指期貨,自營商,10441,11610865,11815,13130459,-1374,-1519594,4513,4994296,9386,10408431,-4873,-5414135
2025/07/08,小型臺指期貨,投信,13,14470,2,2226,11,12244,405,450725,19,21145,386,429580
2025/07/08,小型臺指期貨,外資及陸資,80241,89388803,80498,89662676,-257,-273873,3341,3715950,6298,7004270,-2957,-3288320
2025/07/09,小型臺指期貨,自營商,9047,10077798,8034,8950247,1013,1127550,4757,5304780,8198,9162072,-3441,-3857292
2025/07/09,小型臺指期貨,投信,3,3365,0,0,3,3365,407,456532,18,20191,389,436341
2025/07/09,小型臺指期貨,外資及陸資,66375,73981713,66252,73840060,123,141653,4908,5503073,4073,4566458,835,936615
2025/07/10,小型臺指期貨,自營商,11439,12851628,9972,11203180,1467,1648448,6098,6851215,8003,9007239,-1905,-2156024
2025/07/10,小型臺指期貨,投信,1,1131,0,0,1,1131,408,461183,18,20346,390,440837
2025/07/10,小型臺指期貨,外資及陸資,77209,86849837,75174,84553580,2035,2296257,5425,6128445,3410,3852423,2015,2276022
2025/07/11,小型臺指期貨,自營商,11004,12425809,9636,10883126,1368,1542683,6117,6916898,6961,7884888,-844,-967990
2025/07/11,小型臺指期貨,投信,67,75680,59,67172,8,8507,414,470676,16,18214,398,452462
2025/07/11,小型臺指期貨,外資及陸資,67012,75810689,65682,74284562,1330,1526127,6193,7044983,2625,2985560,3568,4059423
2025/07/14,小型臺指期貨,自營商,8840,9976547,9445,10632071,-605,-655524,7484,8397269,9485,10632246,-2001,-2234977
2025/07/14,小型臺指期貨,投信,162,181509,206,232108,-44,-50600,371,416604,17,19031,354,397573
2025/07/14,小型臺指期貨,外資及陸資,58122,65715145,64124,72510594,-6002,-6795450,3149,3542054,5782,6512421,-2633,-2970367
