日期,賣權成交量,買權成交量,買賣權成交量比率%,賣權未平倉量,買權未平倉量,買賣權未平倉量比率%,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN"" ""http://www.w3.org/TR/html4/strict.dtd"">"
299644.0,305141.0,98.2,178950.0,188363.0,95.0,,
691291.0,618984.0,111.68,134488.0,133425.0,100.8,,
449903.0,480302.0,93.67,239679.0,251925.0,95.14,,
509727.0,498259.0,102.3,226185.0,232113.0,97.45,,
362355.0,330940.0,109.49,192051.0,198457.0,96.77,,
319903.0,308333.0,103.75,157617.0,178158.0,88.47,,
644813.0,620997.0,103.84,98703.0,95218.0,103.66,,
380112.0,321594.0,118.2,285807.0,297261.0,96.15,,
381721.0,347223.0,109.94,266532.0,296995.0,89.74,,
355834.0,306209.0,116.21,238244.0,270300.0,88.14,,
371097.0,409841.0,90.55,201238.0,250555.0,80.32,,
637947.0,683582.0,93.32,156458.0,188111.0,83.17,,
542430.0,520426.0,104.23,256867.0,316636.0,81.12,,
413251.0,454571.0,90.91,228168.0,298968.0,76.32,,
358614.0,374658.0,95.72,211314.0,262149.0,80.61,,
255824.0,255784.0,100.02,183644.0,207543.0,88.48,,
485769.0,450631.0,107.8,141342.0,157389.0,89.8,,
349684.0,337224.0,103.69,243750.0,240918.0,101.18,,
264647.0,342480.0,77.27,155391.0,251875.0,61.69,,
616960.0,648105.0,95.19,124662.0,178638.0,69.78,,
327392.0,395841.0,82.71,237437.0,276941.0,85.74,,
362935.0,305824.0,118.67,228664.0,254172.0,89.96,,
291828.0,346305.0,84.27,185904.0,249552.0,74.5,,
369139.0,394139.0,93.66,156934.0,226439.0,69.31,,
623402.0,698983.0,89.19,108554.0,158461.0,68.51,,
404696.0,348798.0,116.03,228839.0,256738.0,89.13,,
371060.0,439658.0,84.4,189468.0,258560.0,73.28,,
398281.0,375892.0,105.96,170860.0,213696.0,79.95,,
290255.0,324850.0,89.35,136050.0,159900.0,85.08,,
589442.0,628009.0,93.86,82192.0,97117.0,84.63,,
538095.0,549601.0,97.91,279740.0,321714.0,86.95,,
419550.0,491408.0,85.38,251040.0,287951.0,87.18,,
312129.0,321801.0,96.99,237384.0,240750.0,98.6,,
211679.0,192239.0,110.11,217867.0,207684.0,104.9,,
601503.0,512074.0,117.46,185242.0,172623.0,107.31,,
389000.0,420310.0,92.55,253916.0,256244.0,99.09,,
361722.0,343179.0,105.4,236387.0,223687.0,105.68,,
249935.0,232637.0,107.44,200134.0,200260.0,99.94,,
671467.0,692148.0,97.01,162536.0,156838.0,103.63,,
254233.0,239698.0,106.06,190761.0,213633.0,89.29,,
198319.0,228826.0,86.67,161947.0,197935.0,81.82,,
457142.0,523587.0,87.31,114328.0,152016.0,75.21,,
294342.0,328832.0,89.51,197203.0,240773.0,81.9,,
260738.0,219125.0,118.99,185341.0,204496.0,90.63,,
218877.0,224273.0,97.59,157978.0,189829.0,83.22,,
232165.0,232539.0,99.84,129021.0,159655.0,80.81,,
566014.0,587136.0,96.4,70344.0,122815.0,57.28,,
332266.0,337353.0,98.49,276368.0,322095.0,85.8,,
347600.0,297182.0,116.97,255302.0,304094.0,83.95,,
352489.0,331703.0,106.27,227974.0,290545.0,78.46,,
319807.0,297995.0,107.32,201543.0,269849.0,74.69,,
664858.0,695857.0,95.55,160754.0,230232.0,69.82,,
423021.0,508624.0,83.17,250227.0,361529.0,69.21,,
346411.0,377265.0,91.82,246951.0,322576.0,76.56,,
342715.0,319188.0,107.37,224690.0,294601.0,76.27,,
304962.0,352191.0,86.59,187163.0,269647.0,69.41,,
676328.0,804474.0,84.07,129886.0,235752.0,55.09,,
442404.0,544575.0,81.24,216081.0,360789.0,59.89,,
368687.0,453961.0,81.22,194052.0,339186.0,57.21,,
401513.0,508036.0,79.03,166126.0,302167.0,54.98,,
,,,,,,,"<head><meta http-equiv=""X-UA-Compatible"" content=""IE=edge""></head>"
,,,,,,,"<html xmlns=""http://www.w3.org/1999/xhtml"" lang=""zh-Hant-TW"" >"
,,,,,,,"		<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"""
,,,,,,,"   ""http://www.w3.org/TR/html4/loose.dtd"">"
,,,,,,,<html>
,,,,,,,    <head>
,,,,,,,"        <meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"">"
,,,,,,,    </head>
,,,,,,,    <body>
,,,,,,,   		<script>
,,,,,,,"			alert(""日期時間錯誤 DateTime error"");"
,,,,,,,"		    		window.location.replace(""pcRatio"");"
,,,,,,,		    	</script>
,,,,,,,    </body>
,,,,,,,</html>
345475.0,380331.0,90.84,166196.0,262157.0,63.4,,
284150.0,312788.0,90.84,149386.0,226271.0,66.02,,
728579.0,752816.0,96.78,102921.0,170177.0,60.48,,
359210.0,382373.0,93.94,201175.0,297486.0,67.63,,
419191.0,483183.0,86.76,175657.0,281452.0,62.41,,
239402.0,312687.0,76.56,159302.0,212944.0,74.81,,
258425.0,291428.0,88.68,133923.0,167813.0,79.8,,
523687.0,532812.0,98.29,72676.0,95061.0,76.45,,
348577.0,348699.0,99.97,254193.0,289640.0,87.76,,
286745.0,320116.0,89.58,238078.0,287297.0,82.87,,
258554.0,277178.0,93.28,221664.0,260268.0,85.17,,
244658.0,233885.0,104.61,212106.0,232830.0,91.1,,
701733.0,715401.0,98.09,172306.0,191754.0,89.86,,
293724.0,263201.0,111.6,277769.0,245213.0,113.28,,
357528.0,299187.0,119.5,241835.0,226643.0,106.7,,
235519.0,234484.0,100.44,186862.0,213026.0,87.72,,
559708.0,668554.0,83.72,142033.0,182834.0,77.68,,
289274.0,305340.0,94.74,240153.0,293054.0,81.95,,
359247.0,401713.0,89.43,218523.0,272136.0,80.3,,
294357.0,327011.0,90.01,192453.0,259955.0,74.03,,
267024.0,305988.0,87.27,172008.0,222389.0,77.35,,
335629.0,331775.0,101.16,211120.0,270888.0,77.94,,
242133.0,314620.0,76.96,183725.0,255995.0,71.77,,
262384.0,246070.0,106.63,172125.0,217226.0,79.24,,
599932.0,610733.0,98.23,120551.0,184313.0,65.41,,
512184.0,677823.0,75.56,198660.0,307963.0,64.51,,
436846.0,466263.0,93.69,189637.0,269041.0,70.49,,
339210.0,383744.0,88.39,156619.0,237951.0,65.82,,
314636.0,382355.0,82.29,125497.0,206104.0,60.89,,
815398.0,838709.0,97.22,79269.0,133387.0,59.43,,
511435.0,557978.0,91.66,273496.0,356506.0,76.72,,
488871.0,576890.0,84.74,244520.0,349760.0,69.91,,
586162.0,571547.0,102.56,234167.0,292719.0,80.0,,
270312.0,322927.0,83.71,180957.0,276154.0,65.53,,
696741.0,721624.0,96.55,151273.0,222728.0,67.92,,
501049.0,614257.0,81.57,203881.0,347090.0,58.74,,
254977.0,288667.0,88.33,196662.0,265200.0,74.16,,
271672.0,272921.0,99.54,183050.0,228787.0,80.01,,
773774.0,775097.0,99.83,142608.0,191132.0,74.61,,
411368.0,381605.0,107.8,234793.0,297138.0,79.02,,
378219.0,424114.0,89.18,194117.0,295074.0,65.79,,
620167.0,595430.0,104.15,179047.0,172111.0,104.03,,
535672.0,478282.0,112.0,277993.0,271470.0,102.4,,
394034.0,468035.0,84.19,236322.0,268143.0,88.13,,
177057.0,217076.0,81.56,228380.0,228621.0,99.89,,
278108.0,235328.0,118.18,213343.0,200270.0,106.53,,
491088.0,512227.0,95.87,142883.0,164636.0,86.79,,
406520.0,373980.0,108.7,247722.0,272975.0,90.75,,
305597.0,361856.0,84.45,227887.0,261880.0,87.02,,
441924.0,480260.0,92.02,211912.0,232137.0,91.29,,
287477.0,323943.0,88.74,180864.0,202882.0,89.15,,
958392.0,990659.0,96.74,128247.0,140040.0,91.58,,
679966.0,640556.0,106.15,385488.0,287150.0,134.25,,
467003.0,473773.0,98.57,328728.0,282857.0,116.22,,
610963.0,585214.0,104.4,295701.0,249719.0,118.41,,
235106.0,289388.0,81.24,217949.0,246248.0,88.51,,
740489.0,658028.0,112.53,189771.0,195799.0,96.92,,
443876.0,371521.0,119.48,286149.0,281443.0,101.67,,
513527.0,468263.0,109.67,256642.0,281518.0,91.16,,
266651.0,313097.0,85.17,210510.0,276178.0,76.22,,
222046.0,262260.0,84.67,184475.0,249989.0,73.79,,
454421.0,461344.0,98.5,145570.0,193033.0,75.41,,
385863.0,358347.0,107.68,243505.0,279415.0,87.15,,
267914.0,242514.0,110.47,181756.0,182152.0,99.78,,
236242.0,237728.0,99.37,154288.0,170330.0,90.58,,
499344.0,539510.0,92.56,116596.0,134997.0,86.37,,
263612.0,235746.0,111.82,217199.0,212751.0,102.09,,
243087.0,224334.0,108.36,198202.0,209745.0,94.5,,
302606.0,317923.0,95.18,174732.0,195799.0,89.24,,
242926.0,236282.0,102.81,158137.0,153018.0,103.35,,
549666.0,504102.0,109.04,98411.0,106093.0,92.76,,
524043.0,547596.0,95.7,256677.0,344327.0,74.54,,
345581.0,336610.0,102.67,267433.0,312975.0,85.45,,
356398.0,437503.0,81.46,254810.0,287516.0,88.62,,
250900.0,272602.0,92.04,237220.0,253624.0,93.53,,
734115.0,685153.0,107.15,204050.0,213108.0,95.75,,
255353.0,281901.0,90.58,264313.0,310821.0,85.04,,
297863.0,356362.0,83.58,259670.0,289497.0,89.7,,
268499.0,248368.0,108.11,251307.0,262600.0,95.7,,
240248.0,310846.0,77.29,221976.0,255563.0,86.86,,
745512.0,685717.0,108.72,192825.0,202677.0,95.14,,
377527.0,505634.0,74.66,274442.0,311103.0,88.22,,
350655.0,377393.0,92.92,277742.0,277225.0,100.19,,
238163.0,276974.0,85.99,248768.0,251382.0,98.96,,
327968.0,364545.0,89.97,234664.0,222416.0,105.51,,
273744.0,330999.0,82.7,138214.0,170220.0,81.2,,
349525.0,410532.0,85.14,89495.0,87502.0,102.28,,
142037.0,147777.0,96.12,200645.0,191808.0,104.61,,
195256.0,200493.0,97.39,189684.0,180133.0,105.3,,
261440.0,305050.0,85.7,176152.0,175608.0,100.31,,
147592.0,164753.0,89.58,161427.0,160363.0,100.66,,
553048.0,555559.0,99.55,142750.0,131979.0,108.16,,
479056.0,469606.0,102.01,301387.0,227327.0,132.58,,
596922.0,484056.0,123.32,276672.0,193739.0,142.81,,
285047.0,262552.0,108.57,214223.0,197219.0,108.62,,
224444.0,228660.0,98.16,172712.0,184092.0,93.82,,
563562.0,559566.0,100.71,135015.0,145210.0,92.98,,
493351.0,496771.0,99.31,222208.0,207378.0,107.15,,
300841.0,290596.0,103.53,254702.0,208935.0,121.9,,
315061.0,267524.0,117.77,234335.0,181113.0,129.39,,
501565.0,517194.0,96.98,166774.0,157273.0,106.04,,
209850.0,200587.0,104.62,256113.0,229380.0,111.65,,
310725.0,264939.0,117.28,241534.0,214613.0,112.54,,
269439.0,285400.0,94.41,209834.0,198049.0,105.95,,
249731.0,216067.0,115.58,185223.0,158674.0,116.73,,
701234.0,738813.0,94.91,126910.0,126021.0,100.71,,
296406.0,264638.0,112.0,281937.0,246165.0,114.53,,
284562.0,335607.0,84.79,262026.0,241530.0,108.49,,
283253.0,305030.0,92.86,241910.0,207141.0,116.79,,
184452.0,179394.0,102.82,215255.0,178170.0,120.81,,
550057.0,486557.0,113.05,172508.0,140816.0,122.51,,
338851.0,341292.0,99.28,245734.0,232426.0,105.73,,
290708.0,336046.0,86.51,221044.0,211053.0,104.73,,
253053.0,253651.0,99.76,200888.0,182160.0,110.28,,
265711.0,243436.0,109.15,174915.0,157141.0,111.31,,
398264.0,441790.0,90.15,112610.0,127496.0,88.32,,
237440.0,214454.0,110.72,219968.0,173617.0,126.7,,
218338.0,171022.0,127.67,191965.0,157249.0,122.08,,
459961.0,414152.0,111.06,148921.0,132514.0,112.38,,
324818.0,405392.0,80.12,261027.0,235261.0,110.95,,
314271.0,309820.0,101.44,254105.0,206841.0,122.85,,
326549.0,268527.0,121.61,234709.0,169450.0,138.51,,
324445.0,258090.0,125.71,209628.0,151344.0,138.51,,
639480.0,488793.0,130.83,143100.0,117556.0,121.73,,
459624.0,333304.0,137.9,262955.0,218221.0,120.5,,
310832.0,259393.0,119.83,231983.0,206494.0,112.34,,
339502.0,284700.0,119.25,210455.0,184515.0,114.06,,
391252.0,385941.0,101.38,166777.0,174888.0,95.36,,
635665.0,581629.0,109.29,109266.0,112427.0,97.19,,
445256.0,519489.0,85.71,289526.0,324915.0,89.11,,
411840.0,444899.0,92.57,276590.0,298830.0,92.56,,
348072.0,454067.0,76.66,243160.0,275236.0,88.35,,
180744.0,195626.0,92.39,233350.0,214196.0,108.94,,
479267.0,556461.0,86.13,199273.0,176990.0,112.59,,
327677.0,256361.0,127.82,323867.0,233468.0,138.72,,
387441.0,315096.0,122.96,297072.0,226273.0,131.29,,
263885.0,236534.0,111.56,262573.0,216564.0,121.24,,
228709.0,233322.0,98.02,230729.0,193184.0,119.43,,
561623.0,528102.0,106.35,194170.0,159037.0,122.09,,
297937.0,261200.0,114.06,191779.0,173868.0,110.3,,
217806.0,220289.0,98.87,153820.0,160116.0,96.07,,
509978.0,572352.0,89.1,116175.0,133979.0,86.71,,
441499.0,505175.0,87.4,184958.0,248233.0,74.51,,
255672.0,276773.0,92.38,183386.0,203380.0,90.17,,
283802.0,349018.0,81.31,155202.0,181102.0,85.7,,
213816.0,249285.0,85.77,130390.0,143228.0,91.04,,
448162.0,461735.0,97.06,89703.0,94536.0,94.89,,
285448.0,303317.0,94.11,271517.0,244576.0,111.02,,
246155.0,255252.0,96.44,254332.0,222427.0,114.34,,
296924.0,267989.0,110.8,238431.0,200086.0,119.16,,
235958.0,273795.0,86.18,203193.0,191195.0,106.28,,
353389.0,333830.0,105.86,166762.0,139840.0,119.25,,
366639.0,340053.0,107.82,262600.0,202487.0,129.69,,
202513.0,165526.0,122.35,222006.0,186562.0,119.0,,
184552.0,160417.0,115.05,197448.0,164964.0,119.69,,
379068.0,338050.0,112.13,156830.0,136801.0,114.64,,
806273.0,859239.0,93.84,168377.0,165444.0,101.77,,
299154.0,308626.0,96.93,297207.0,270884.0,109.72,,
446570.0,446574.0,100.0,275882.0,247810.0,111.33,,
413890.0,395565.0,104.63,251999.0,209485.0,120.29,,
332796.0,333497.0,99.79,197721.0,179988.0,109.85,,
452906.0,475363.0,95.28,140593.0,135800.0,103.53,,
308322.0,280699.0,109.84,253798.0,225464.0,112.57,,
215217.0,212034.0,101.5,233973.0,206215.0,113.46,,
293117.0,328187.0,89.31,221496.0,186722.0,118.62,,
330331.0,319377.0,103.43,191723.0,149437.0,128.3,,
693991.0,722389.0,96.07,126006.0,103870.0,121.31,,
454497.0,400709.0,113.42,282799.0,239253.0,118.2,,
298628.0,286357.0,104.29,249292.0,262900.0,94.82,,
345333.0,349534.0,98.8,229552.0,239871.0,95.7,,
298444.0,311654.0,95.76,206831.0,207558.0,99.65,,
398492.0,495469.0,80.43,159813.0,165512.0,96.56,,
261578.0,264103.0,99.04,262545.0,227349.0,115.48,,
341595.0,270977.0,126.06,244887.0,212421.0,115.28,,
279443.0,258346.0,108.17,216349.0,192073.0,112.64,,
212818.0,182399.0,116.68,184204.0,167220.0,110.16,,
416701.0,432224.0,96.41,134591.0,135190.0,99.56,,
361899.0,280780.0,128.89,232917.0,193310.0,120.49,,
274869.0,249925.0,109.98,200375.0,191662.0,104.55,,
282699.0,299994.0,94.23,171713.0,166082.0,103.39,,
439542.0,450283.0,97.61,111712.0,112144.0,99.61,,
377072.0,371020.0,101.63,174369.0,203342.0,85.75,,
252846.0,261715.0,96.61,148977.0,159199.0,93.58,,
433352.0,423931.0,102.22,89396.0,98955.0,90.34,,
346368.0,383557.0,90.3,320506.0,304277.0,105.33,,
284900.0,306382.0,92.99,313885.0,281709.0,111.42,,
257381.0,299094.0,86.05,289369.0,266983.0,108.38,,
264405.0,278866.0,94.81,260874.0,236623.0,110.25,,
584250.0,656080.0,89.05,213373.0,190375.0,112.08,,
532159.0,546222.0,97.43,331586.0,254913.0,130.08,,
365626.0,344013.0,106.28,295411.0,261733.0,112.87,,
276201.0,267694.0,103.18,258770.0,249895.0,103.55,,
306606.0,367030.0,83.54,221215.0,241968.0,91.42,,
546285.0,507828.0,107.57,180961.0,178490.0,101.38,,
318831.0,314423.0,101.4,298255.0,271384.0,109.9,,
363679.0,412850.0,88.09,275139.0,259357.0,106.09,,
358093.0,320129.0,111.86,252448.0,220493.0,114.49,,
242908.0,252221.0,96.31,212656.0,209178.0,101.66,,
540106.0,563899.0,95.78,216662.0,229578.0,94.37,,
368622.0,353228.0,104.36,202573.0,185998.0,108.91,,
315805.0,267311.0,118.14,168749.0,156824.0,107.6,,
530702.0,558913.0,94.95,113085.0,122807.0,92.08,,
470314.0,410865.0,114.47,227995.0,203340.0,112.13,,
361647.0,353003.0,102.45,186669.0,210717.0,88.59,,
383253.0,401251.0,95.51,166474.0,190761.0,87.27,,
254230.0,242818.0,104.7,137618.0,142023.0,96.9,,
655303.0,709325.0,92.38,86714.0,101203.0,85.68,,
473320.0,479256.0,98.76,275790.0,244302.0,112.89,,
344452.0,326692.0,105.44,271590.0,223655.0,121.43,,
364084.0,333518.0,109.16,251424.0,200494.0,125.4,,
487838.0,461742.0,105.65,225198.0,190725.0,118.07,,
635135.0,624962.0,101.63,155460.0,150805.0,103.09,,
559837.0,432468.0,129.45,296359.0,231482.0,128.03,,
474713.0,441629.0,107.49,243749.0,249945.0,97.52,,
430715.0,413806.0,104.09,216158.0,231488.0,93.38,,
367577.0,405444.0,90.66,183748.0,203268.0,90.4,,
385369.0,385381.0,100.0,146164.0,134759.0,108.46,,
349537.0,311462.0,112.22,268166.0,208952.0,128.34,,
384514.0,317593.0,121.07,243753.0,195676.0,124.57,,
234382.0,221295.0,105.91,183984.0,193427.0,95.12,,
574664.0,499183.0,115.12,151873.0,152000.0,99.92,,
377637.0,326807.0,115.55,259017.0,267514.0,96.82,,
343160.0,351263.0,97.69,241548.0,260914.0,92.58,,
371221.0,405294.0,91.59,216038.0,244531.0,88.35,,
359634.0,308918.0,116.42,197773.0,171281.0,115.47,,
636466.0,540768.0,117.7,137693.0,132639.0,103.81,,
387077.0,359543.0,107.66,232965.0,241914.0,96.3,,
393278.0,385903.0,101.91,212541.0,231543.0,91.79,,
395031.0,391480.0,100.91,191454.0,205522.0,93.15,,
346612.0,359680.0,96.37,155979.0,170839.0,91.3,,
639781.0,633863.0,100.93,91296.0,123251.0,74.07,,
427970.0,429508.0,99.64,243921.0,335781.0,72.64,,
441236.0,581651.0,75.86,220698.0,325724.0,67.76,,
382062.0,403021.0,94.8,213757.0,268355.0,79.65,,
363886.0,410131.0,88.72,185983.0,248670.0,74.79,,
697842.0,694127.0,100.54,143666.0,174880.0,82.15,,
478968.0,480603.0,99.66,251263.0,265775.0,94.54,,
473168.0,406950.0,116.27,232360.0,222736.0,104.32,,
340592.0,347793.0,97.93,178614.0,211290.0,84.53,,
711917.0,745862.0,95.45,130019.0,161672.0,80.42,,
392457.0,374162.0,104.89,246839.0,242409.0,101.83,,
283833.0,272022.0,104.34,166908.0,192291.0,86.8,,
532947.0,505175.0,105.5,120829.0,147928.0,81.68,,
421773.0,409734.0,102.94,230982.0,265937.0,86.86,,
333852.0,271788.0,122.84,228459.0,228604.0,99.94,,
289330.0,276500.0,104.64,189011.0,228409.0,82.75,,
286885.0,344468.0,83.28,151640.0,202302.0,74.96,,
564784.0,546200.0,103.4,96992.0,119608.0,81.09,,
343279.0,384271.0,89.33,276245.0,302503.0,91.32,,
292397.0,352765.0,82.89,274693.0,275187.0,99.82,,
278525.0,231973.0,120.07,261610.0,221675.0,118.02,,
339219.0,273437.0,124.06,243539.0,206315.0,118.04,,
489468.0,436268.0,112.19,179325.0,178957.0,100.21,,
374338.0,347670.0,107.67,277003.0,275107.0,100.69,,
314001.0,390462.0,80.42,246445.0,274340.0,89.83,,
263273.0,254575.0,103.42,240248.0,236515.0,101.58,,
249520.0,252805.0,98.7,207695.0,213423.0,97.32,,
436335.0,427740.0,102.01,166813.0,166136.0,100.41,,
219787.0,194175.0,113.19,259908.0,240893.0,107.89,,
350127.0,311603.0,112.36,242994.0,222804.0,109.06,,
248350.0,239019.0,103.9,212099.0,208233.0,101.86,,
411592.0,538977.0,76.37,262079.0,313515.0,83.59,,
331785.0,339871.0,97.62,262483.0,271497.0,96.68,,
296414.0,282028.0,105.1,246451.0,239295.0,102.99,,
322752.0,366523.0,88.06,204850.0,226813.0,90.32,,
644419.0,560472.0,114.98,157491.0,151594.0,103.89,,
558839.0,593490.0,94.16,265531.0,268334.0,98.96,,
279797.0,364490.0,76.76,227770.0,240800.0,94.59,,
366192.0,398481.0,91.9,206799.0,205419.0,100.67,,
239227.0,254568.0,93.97,167863.0,179978.0,93.27,,
743139.0,752470.0,98.76,119632.0,128759.0,92.91,,
382496.0,425899.0,89.81,270190.0,305270.0,88.51,,
354184.0,395308.0,89.6,253791.0,292944.0,86.63,,
264678.0,282865.0,93.57,228307.0,245467.0,93.01,,
274461.0,262294.0,104.64,208136.0,195204.0,106.62,,
626528.0,597555.0,104.85,151397.0,162654.0,93.08,,
281278.0,254116.0,110.69,218779.0,224696.0,97.37,,
318689.0,263610.0,120.89,198476.0,213233.0,93.08,,
672538.0,662379.0,101.53,130130.0,171859.0,75.72,,
384135.0,364240.0,105.46,240901.0,245358.0,98.18,,
382790.0,286967.0,133.39,229082.0,202863.0,112.92,,
251941.0,253794.0,99.27,256154.0,222622.0,115.06,,
493450.0,507026.0,97.32,194199.0,185594.0,104.64,,
436800.0,383660.0,113.85,302300.0,262862.0,115.0,,
286550.0,351234.0,81.58,256183.0,265621.0,96.45,,
183601.0,196453.0,93.46,243602.0,230448.0,105.71,,
262264.0,269790.0,97.21,220400.0,210587.0,104.66,,
431179.0,524481.0,82.21,172542.0,164315.0,105.01,,
441394.0,328856.0,134.22,296088.0,230540.0,128.43,,
248786.0,247303.0,100.6,259263.0,234330.0,110.64,,
284653.0,241082.0,118.07,241398.0,203789.0,118.45,,
277788.0,311718.0,89.12,194718.0,184099.0,105.77,,
743548.0,766918.0,96.95,136308.0,124979.0,109.06,,
345542.0,310357.0,111.34,347952.0,292164.0,119.09,,
531607.0,538007.0,98.81,321818.0,284488.0,113.12,,
307911.0,291630.0,105.58,288458.0,254313.0,113.43,,
226158.0,228940.0,98.78,268140.0,232962.0,115.1,,
587843.0,540559.0,108.75,227607.0,191395.0,118.92,,
333526.0,283185.0,117.78,367409.0,280618.0,130.93,,
461464.0,410106.0,112.52,355426.0,265158.0,134.04,,
360316.0,304500.0,118.33,295057.0,256138.0,115.19,,
364414.0,317179.0,114.89,250132.0,228159.0,109.63,,
549175.0,545989.0,100.58,171274.0,187896.0,91.15,,
148838.0,155853.0,95.5,231446.0,195144.0,118.6,,
159728.0,173001.0,92.33,206720.0,175567.0,117.74,,
394078.0,404830.0,97.34,165374.0,136709.0,120.97,,
265706.0,194444.0,136.65,282865.0,209606.0,134.95,,
232516.0,186009.0,125.0,253891.0,210657.0,120.52,,
221895.0,214728.0,103.34,218654.0,199737.0,109.47,,
287853.0,272089.0,105.79,188765.0,179415.0,105.21,,
457687.0,428991.0,106.69,124780.0,118243.0,105.53,,
340106.0,421038.0,80.78,357450.0,318807.0,112.12,,
272054.0,267433.0,101.73,356153.0,286557.0,124.29,,
291504.0,286086.0,101.89,322404.0,256225.0,125.83,,
304151.0,306959.0,99.09,282391.0,230616.0,122.45,,
429815.0,497178.0,86.45,224314.0,208763.0,107.45,,
319097.0,300432.0,106.21,337637.0,301439.0,112.01,,
289275.0,286748.0,100.88,321435.0,280135.0,114.74,,
309277.0,287980.0,107.4,297351.0,261599.0,113.67,,
233178.0,245931.0,94.81,251000.0,245158.0,102.38,,
546188.0,524605.0,104.11,209699.0,200447.0,104.62,,
402115.0,452693.0,88.83,316027.0,302112.0,104.61,,
319074.0,326763.0,97.65,318144.0,274742.0,115.8,,
258758.0,281684.0,91.86,289536.0,246266.0,117.57,,
470319.0,509400.0,92.33,156553.0,148044.0,105.75,,
283644.0,306884.0,92.43,304400.0,241664.0,125.96,,
394462.0,286048.0,137.9,292818.0,222934.0,131.35,,
219266.0,235482.0,93.11,291028.0,208422.0,139.63,,
295017.0,275913.0,106.92,261050.0,190975.0,136.69,,
482456.0,431418.0,111.83,179842.0,144403.0,124.54,,
309090.0,315100.0,98.09,316624.0,227991.0,138.88,,
420350.0,452658.0,92.86,285391.0,216650.0,131.73,,
502184.0,497896.0,100.86,251940.0,179295.0,140.52,,
224401.0,233658.0,96.04,179102.0,165618.0,108.14,,
724857.0,680032.0,106.59,125485.0,123263.0,101.8,,
393368.0,438864.0,89.63,289490.0,327751.0,88.33,,
373638.0,453784.0,82.34,280440.0,288272.0,97.28,,
203780.0,243486.0,83.69,251139.0,257906.0,97.38,,
191095.0,227178.0,84.12,223451.0,220634.0,101.28,,
599686.0,636875.0,94.16,185012.0,187879.0,98.47,,
475076.0,595282.0,79.81,282351.0,307680.0,91.77,,
412851.0,427915.0,96.48,272158.0,286612.0,94.96,,
231829.0,282379.0,82.1,237001.0,271120.0,87.42,,
216421.0,239988.0,90.18,216085.0,229843.0,94.01,,
622854.0,729547.0,85.38,177203.0,178062.0,99.52,,
309583.0,404231.0,76.59,263673.0,246495.0,106.97,,
500698.0,472765.0,105.91,169020.0,132997.0,127.09,,
434683.0,389808.0,111.51,270943.0,230236.0,117.68,,
272427.0,248672.0,109.55,267721.0,219089.0,122.2,,
329424.0,303940.0,108.38,235822.0,201870.0,116.82,,
267082.0,233894.0,114.19,186914.0,166820.0,112.05,,
530815.0,533059.0,99.58,121339.0,113721.0,106.7,,
338723.0,270804.0,125.08,323128.0,227693.0,141.91,,
298033.0,230649.0,129.21,293043.0,213175.0,137.47,,
210476.0,197648.0,106.49,261721.0,182152.0,143.68,,
455336.0,465100.0,97.9,206320.0,137270.0,150.3,,
198369.0,194455.0,102.01,240848.0,202494.0,118.94,,
163417.0,153188.0,106.68,217520.0,181635.0,119.76,,
179571.0,178607.0,100.54,193923.0,173754.0,111.61,,
269873.0,262549.0,102.79,239929.0,186726.0,128.49,,
275480.0,294306.0,93.6,207102.0,174028.0,119.0,,
568149.0,591229.0,96.1,153172.0,116601.0,131.36,,
777069.0,794644.0,97.79,282184.0,244009.0,115.64,,
311718.0,295316.0,105.55,272373.0,201019.0,135.5,,
363887.0,425648.0,85.49,244186.0,183228.0,133.27,,
390100.0,349762.0,111.53,212821.0,136090.0,156.38,,
774498.0,785659.0,98.58,117630.0,93661.0,125.59,,
467923.0,492139.0,95.08,394128.0,302032.0,130.49,,
378264.0,350437.0,107.94,367608.0,287373.0,127.92,,
327645.0,362154.0,90.47,329457.0,270271.0,121.9,,
307662.0,313179.0,98.24,306122.0,231277.0,132.36,,
802354.0,863918.0,92.87,250636.0,179734.0,139.45,,
517865.0,475101.0,109.0,390052.0,287946.0,135.46,,
501666.0,577208.0,86.91,373050.0,281884.0,132.34,,
585096.0,651094.0,89.86,340754.0,253244.0,134.56,,
455208.0,468959.0,97.07,309424.0,210458.0,147.02,,
798221.0,778637.0,102.52,217287.0,153267.0,141.77,,
513761.0,519266.0,98.94,353419.0,250563.0,141.05,,
568828.0,529900.0,107.35,309961.0,212527.0,145.85,,
269706.0,245507.0,109.86,226663.0,177396.0,127.77,,
342647.0,312945.0,109.49,309944.0,219162.0,141.42,,
447886.0,369013.0,121.37,298102.0,198142.0,150.45,,
533265.0,496737.0,107.35,265371.0,196103.0,135.32,,
309908.0,321282.0,96.46,216020.0,180606.0,119.61,,
761370.0,766678.0,99.31,174284.0,112463.0,154.97,,
443853.0,454643.0,97.63,274954.0,292002.0,94.16,,
526008.0,532095.0,98.86,239908.0,283265.0,84.69,,
846097.0,899825.0,94.03,209808.0,245347.0,85.51,,
378179.0,386784.0,97.78,212280.0,171742.0,123.6,,
