date,pcr_vol,pcr_oi
2024-08-05,69.19,58.7
2024-08-06,61.27,70.26
2024-08-07,107.98,88.1
2024-08-08,82.48,79.68
2024-08-09,95.59,92.48
2024-08-12,95.46,101.9
2024-08-13,115.84,108.78
2024-08-14,109.03,98.83
2024-08-15,101.57,104.49
2024-08-16,110.8,117.77
2024-08-19,108.96,120.25
2024-08-20,98.02,114.6
2024-08-21,84.93,117.46
2024-08-22,85.78,106.42
2024-08-23,86.1,101.13
2024-08-26,89.5,104.25
2024-08-27,82.98,102.7
2024-08-28,96.57,111.14
2024-08-29,76.06,91.43
2024-08-30,94.21,97.96
2024-09-02,76.82,90.29
2024-09-03,78.74,86.93
2024-09-04,89.16,90.96
2024-09-05,103.05,96.04
2024-09-06,110.46,105.88
2024-09-09,103.3,97.11
2024-09-10,100.69,96.84
2024-09-11,114.58,106.77
2024-09-12,105.38,116.86
2024-09-13,104.89,113.66
2024-09-16,102.89,110.61
2024-09-18,91.04,99.09
2024-09-19,113.64,123.84
2024-09-20,104.29,124.43
2024-09-23,107.83,119.21
2024-09-24,96.92,131.46
2024-09-25,101.45,121.62
2024-09-26,101.58,108.66
2024-09-27,85.17,98.84
2024-09-30,88.53,78.13
2024-10-01,92.0,79.25
2024-10-04,97.53,104.34
2024-10-07,105.9,111.8
2024-10-08,86.03,101.98
2024-10-09,110.76,112.0
2024-10-11,107.89,117.3
2024-10-14,98.63,120.36
2024-10-15,120.25,134.57
2024-10-16,98.25,92.25
2024-10-17,90.64,91.28
2024-10-18,83.76,96.55
2024-10-21,81.23,88.08
2024-10-22,87.57,83.84
2024-10-23,74.16,77.28
2024-10-24,80.04,69.37
2024-10-25,85.33,78.19
2024-10-28,82.04,72.03
2024-10-29,70.82,65.26
2024-10-30,101.29,73.77
2024-11-01,78.3,74.5
2024-11-04,106.37,88.96
2024-11-05,99.33,93.68
2024-11-06,99.55,96.31
2024-11-07,103.51,110.41
2024-11-08,106.92,116.83
2024-11-11,80.39,97.59
2024-11-12,75.02,83.1
2024-11-13,107.82,83.41
2024-11-14,85.05,78.39
2024-11-15,101.44,86.32
2024-11-18,90.7,84.71
2024-11-19,110.66,102.95
2024-11-20,104.62,94.28
2024-11-21,82.82,85.47
2024-11-22,101.0,108.67
2024-11-25,101.71,101.74
2024-11-26,74.48,85.37
2024-11-27,86.31,76.99
2024-11-28,90.33,76.82
2024-11-29,94.49,77.97
2024-12-02,121.28,106.64
2024-12-03,120.3,113.75
2024-12-04,107.45,93.24
2024-12-05,103.97,101.88
2024-12-06,91.63,100.24
2024-12-09,96.09,99.86
2024-12-10,86.77,90.18
2024-12-11,95.89,93.14
2024-12-12,99.81,97.41
2024-12-13,80.98,91.31
2024-12-16,94.34,86.82
2024-12-17,103.44,93.83
2024-12-18,97.22,78.06
2024-12-19,84.04,80.86
2024-12-20,74.79,75.32
2024-12-23,123.44,111.13
2024-12-24,92.68,98.84
2024-12-25,94.96,95.84
2024-12-26,85.3,91.44
2024-12-27,105.76,102.17
2024-12-30,79.52,93.32
2024-12-31,79.88,85.85
2025-01-02,75.4,81.72
2025-01-03,94.39,86.66
2025-01-06,119.95,113.16
2025-01-07,97.65,108.76
2025-01-08,83.99,90.9
2025-01-09,77.38,79.54
2025-01-10,76.67,78.06
2025-01-13,69.84,68.72
2025-01-14,95.45,74.35
2025-01-15,88.92,85.18
2025-01-16,100.01,97.06
2025-01-17,78.28,96.1
2025-01-20,98.72,102.89
2025-01-21,90.06,102.44
2025-01-22,105.83,103.41
2025-02-03,80.35,95.25
2025-02-04,104.61,85.92
2025-02-05,111.19,106.36
2025-02-06,109.47,107.66
2025-02-07,129.8,114.77
2025-02-10,93.72,101.17
2025-02-11,101.17,102.84
2025-02-12,102.93,101.45
2025-02-13,101.23,106.34
2025-02-14,84.75,92.12
2025-02-17,109.13,105.51
2025-02-18,127.85,117.47
2025-02-19,97.48,110.97
2025-02-20,88.21,107.55
2025-02-21,119.51,113.42
2025-02-24,98.51,102.59
2025-02-25,90.8,86.77
2025-02-26,115.51,96.17
2025-02-27,89.77,83.58
2025-03-03,83.59,74.06
2025-03-04,101.78,85.3
2025-03-05,110.26,96.9
2025-03-06,91.2,89.42
2025-03-07,91.1,84.87
2025-03-10,90.92,81.61
2025-03-11,80.46,78.57
2025-03-12,112.63,92.25
2025-03-13,95.2,82.87
2025-03-14,106.79,82.79
2025-03-17,107.83,88.11
2025-03-18,110.14,95.54
2025-03-19,93.59,76.99
2025-03-20,102.01,96.45
2025-03-21,95.25,85.78
2025-03-24,92.53,78.37
2025-03-25,107.07,87.77
2025-03-26,101.88,89.13
2025-03-27,83.95,81.1
2025-03-28,81.97,72.44
2025-03-31,80.93,65.65
2025-04-01,117.42,80.29
2025-04-02,115.97,75.9
2025-04-07,90.58,66.8
2025-04-08,44.49,56.47
2025-04-09,73.88,54.54
2025-04-10,54.27,64.48
2025-04-11,85.73,74.0
2025-04-14,101.41,83.99
2025-04-15,117.32,93.17
2025-04-16,92.93,74.51
2025-04-17,94.14,71.83
2025-04-18,90.11,71.91
2025-04-21,75.82,68.38
2025-04-22,91.46,66.73
2025-04-23,117.73,65.04
2025-04-24,75.67,61.59
2025-04-25,104.12,77.99
2025-04-28,100.29,81.1
2025-04-29,97.29,87.54
2025-04-30,100.46,77.42
2025-05-02,99.57,99.38
2025-05-05,87.12,85.75
2025-05-06,94.41,90.3
2025-05-07,93.87,78.37
2025-05-08,86.43,84.08
2025-05-09,95.95,90.97
2025-05-12,110.69,102.1
2025-05-13,99.88,113.84
2025-05-14,112.62,117.98
2025-05-15,98.3,116.85
2025-05-16,112.4,121.83
2025-05-19,82.07,107.76
2025-05-20,97.66,106.59
2025-05-21,112.37,114.28
2025-05-22,92.8,100.04
2025-05-23,94.71,98.0
2025-05-26,106.63,92.85
2025-05-27,82.52,82.38
2025-05-28,104.2,95.96
2025-05-29,92.87,91.67
2025-06-02,71.55,76.68
2025-06-03,117.06,85.76
2025-06-04,129.49,108.0
2025-06-05,95.49,104.6
2025-06-06,100.63,101.85
2025-06-09,108.15,105.62
2025-06-10,116.67,133.72
2025-06-11,103.81,119.07
2025-06-12,91.35,103.51
2025-06-13,98.53,95.44
2025-06-16,94.69,94.45
2025-06-17,94.77,100.87
2025-06-18,101.64,105.65
2025-06-19,86.06,90.33
2025-06-20,81.72,88.62
2025-06-23,91.39,84.32
2025-06-24,113.21,112.48
2025-06-25,94.91,103.56
2025-06-26,85.34,99.41
2025-06-27,85.21,96.53
2025-06-30,97.74,98.92
2025-07-01,88.65,107.62
2025-07-02,99.44,114.18
2025-07-03,102.86,128.97
2025-07-04,87.84,116.24
2025-07-07,89.73,100.73
2025-07-08,87.98,97.69
2025-07-09,104.39,127.42
2025-07-10,108.56,131.57
2025-07-11,110.16,131.7
2025-07-14,83.66,114.13
2025-07-15,109.9,130.78
2025-07-16,115.76,98.92
2025-07-17,105.09,101.34
2025-07-18,97.23,97.62
2025-07-21,90.04,90.95
2025-07-22,91.56,75.79
2025-07-23,103.37,101.35
2025-07-24,89.69,99.81
2025-07-25,87.57,90.98
2025-07-28,96.24,97.2
2025-07-29,81.89,88.35
2025-07-30,103.48,105.34
2025-07-31,97.89,108.89
2025-08-01,86.22,95.32
2025-08-04,90.43,94.49
2025-08-05,120.39,116.64
2025-08-06,91.0,106.78
2025-08-07,111.34,131.48
2025-08-08,93.34,115.34
2025-08-11,99.61,118.02
2025-08-12,94.63,118.42
2025-08-13,105.04,116.35
2025-08-14,97.5,109.46
2025-08-15,99.69,122.48
2025-08-18,112.79,138.56
2025-08-19,95.62,127.7
2025-08-20,83.77,95.98
2025-08-21,108.07,116.98
2025-08-22,102.22,121.54
2025-08-25,122.93,150.71
2025-08-26,107.51,135.75
2025-08-27,113.46,137.04
2025-08-28,85.76,111.08
2025-08-29,101.99,132.02
2025-09-01,93.38,103.3
2025-09-02,106.96,105.82
2025-09-03,115.28,124.44
2025-09-04,123.25,138.23
2025-09-05,125.24,147.8
2025-09-08,121.31,163.05
2025-09-09,125.76,177.85
2025-09-10,109.14,167.18
2025-09-11,98.11,135.94
2025-09-12,118.07,153.67
2025-09-15,109.83,140.5
2025-09-16,121.89,163.97
2025-09-17,86.41,131.41
2025-09-18,110.86,146.98
2025-09-19,101.85,125.01
2025-09-22,115.81,144.59
2025-09-23,104.79,165.02
2025-09-24,100.75,137.12
2025-09-25,98.19,122.02
2025-09-26,94.78,103.73
2025-09-30,116.74,133.67
2025-10-01,107.89,139.96
2025-10-02,107.04,144.71
2025-10-03,101.32,146.0
2025-10-07,118.49,160.75
2025-10-08,92.51,139.9
2025-10-09,104.67,139.67
2025-10-13,97.41,116.95
2025-10-14,101.49,108.48
2025-10-15,102.43,127.43
2025-10-16,101.12,119.05
2025-10-17,89.17,104.89
2025-10-20,117.41,132.47
2025-10-21,105.76,137.77
2025-10-22,97.55,124.12
2025-10-23,92.68,108.12
2025-10-27,101.95,119.64
2025-10-28,84.74,103.68
2025-10-29,110.16,108.62
2025-10-30,92.22,96.3
2025-10-31,94.4,112.61
2025-11-03,94.47,106.93
2025-11-04,97.26,100.13
2025-11-05,93.48,96.56
2025-11-06,112.72,115.45
2025-11-07,88.69,97.01
2025-11-10,92.0,108.55
2025-11-11,90.3,103.98
2025-11-12,107.72,117.5
2025-11-13,97.66,115.6
2025-11-14,87.98,103.66
2025-11-17,98.62,112.66
2025-11-18,84.75,89.11
2025-11-19,102.4,103.3
2025-11-20,112.65,133.06
2025-11-21,82.4,93.25
2025-11-24,90.22,91.15
2025-11-25,109.99,108.43
2025-11-26,114.66,141.68
2025-11-27,124.13,153.34
2025-11-28,129.23,154.35
2025-12-01,92.4,122.02
2025-12-02,107.33,125.43
2025-12-03,103.23,134.3
2025-12-04,92.82,130.4
2025-12-05,98.07,134.95
2025-12-08,117.78,147.18
2025-12-09,92.53,127.85
2025-12-10,105.28,142.73
2025-12-11,82.91,106.39
2025-12-12,104.79,144.45
2025-12-15,90.79,105.86
2025-12-16,86.84,93.84
2025-12-17,112.32,107.75
2025-12-18,93.19,80.95
2025-12-19,114.66,109.97
2025-12-22,127.93,133.96
2025-12-23,116.28,130.77
2025-12-24,101.43,123.37
2025-12-26,101.7,123.78
2025-12-29,122.19,156.44
2025-12-30,101.76,132.4
2025-12-31,97.98,144.02
2026-01-02,106.07,137.6
2026-01-05,115.13,162.4
2026-01-06,107.61,155.09
2026-01-07,95.33,147.53
2026-01-08,94.37,126.35
2026-01-09,91.09,127.17
2026-01-12,113.09,128.66
2026-01-13,103.98,123.66
2026-01-14,104.06,151.47
2026-01-15,88.3,119.03
2026-01-16,96.1,157.84
2026-01-19,100.93,150.16
2026-01-20,112.13,148.46
2026-01-21,97.54,154.59
2026-01-22,114.08,140.89
2026-01-23,106.14,185.65
2026-01-26,105.92,171.78
2026-01-27,122.4,168.65
2026-01-28,106.18,191.87
2026-01-29,86.58,134.57
2026-01-30,89.42,157.04
2026-02-02,81.4,109.2
2026-02-03,116.58,131.55
2026-02-04,104.2,177.55
2026-02-05,85.68,128.92
2026-02-06,95.33,158.39
2026-02-09,102.4,149.5
2026-02-10,101.42,170.78
2026-02-11,94.37,212.79
2026-02-23,98.66,150.22
2026-02-24,119.61,176.41
2026-02-25,100.74,182.17
2026-02-26,94.84,153.95
2026-03-02,93.11,145.98
2026-03-03,92.07,111.43
2026-03-04,95.47,133.33
2026-03-05,100.99,128.98
2026-03-06,102.16,152.18
2026-03-09,77.82,101.18
2026-03-10,113.83,112.73
2026-03-11,120.5,163.58
2026-03-12,104.81,144.16
2026-03-13,102.45,158.91
2026-03-16,105.28,140.17
2026-03-17,118.8,148.39
2026-03-18,105.16,155.06
2026-03-19,94.63,109.58
2026-03-20,107.87,145.58
2026-03-23,94.63,110.09
2026-03-24,106.83,111.3
2026-03-25,110.71,141.19
2026-03-26,109.23,128.6
2026-03-27,98.0,131.17
2026-03-30,98.99,122.29
2026-03-31,92.12,106.59
2026-04-01,124.49,142.46
2026-04-02,107.88,140.76
2026-04-07,123.99,139.18
2026-04-08,112.13,123.63
2026-04-09,98.42,109.19
2026-04-10,103.03,141.14
2026-04-13,116.86,140.89
2026-04-14,125.26,165.4
2026-04-15,101.58,149.68
2026-04-16,115.44,135.39
2026-04-17,85.61,131.72
2026-04-20,96.39,106.93
2026-04-21,125.08,119.15
2026-04-22,104.58,139.67
2026-04-23,91.57,111.11
2026-04-24,119.79,175.8
2026-04-27,110.65,136.86
2026-04-28,110.68,120.5
2026-04-29,95.92,171.12
2026-04-30,110.14,158.96
2026-05-04,129.69,169.91
2026-05-05,119.99,154.64
2026-05-06,112.85,177.59
2026-05-07,128.46,174.13
2026-05-08,111.45,181.36
2026-05-11,122.78,162.33
2026-05-12,121.26,161.65
2026-05-13,101.2,169.31
2026-05-14,126.05,162.46
2026-05-15,105.96,162.43
2026-05-18,100.31,140.86
2026-05-19,94.53,122.41
2026-05-20,96.66,130.94
2026-05-21,135.81,140.2
2026-05-22,107.03,156.25
2026-05-25,138.3,148.71
2026-05-26,111.05,125.76
2026-05-27,108.14,184.57
2026-05-28,99.95,127.81
2026-05-29,124.82,222.36
2026-06-01,118.71,171.12
2026-06-02,106.89,142.84
2026-06-03,116.92,217.69
2026-06-04,86.42,140.41
2026-06-05,90.36,189.66
2026-06-08,83.49,126.75
2026-06-09,118.27,133.64
2026-06-10,107.93,166.01
2026-06-11,105.12,133.33
2026-06-12,100.13,168.35
2026-06-15,134.32,172.0
2026-06-16,131.64,164.48
2026-06-17,107.5,133.15
2026-06-18,112.84,114.67
2026-06-22,127.75,147.65
2026-06-23,82.05,98.99
2026-06-24,85.65,134.59
2026-06-25,96.56,114.57
2026-06-26,90.03,128.74
2026-06-29,117.54,123.92
2026-06-30,137.17,134.93
2026-07-01,113.71,142.03
2026-07-02,98.93,120.46
2026-07-03,99.82,136.3
2026-07-06,88.22,122.22
2026-07-07,80.26,98.68
2026-07-08,91.04,129.81
2026-07-09,100.89,118.81
2026-07-13,97.61,124.42
2026-07-14,91.77,99.31
2026-07-15,114.07,103.58
2026-07-16,88.01,93.37
2026-07-17,83.63,92.94
2026-07-20,89.1,82.72
2026-07-21,120.01,106.32
2026-07-22,104.5,118.24
2026-07-23,104.64,119.11
2026-07-24,97.1,112.7
2026-07-27,105.74,109.84
2026-07-28,91.97,89.37
2026-07-29,100.21,84.29
2026-07-30,92.59,79.43
2026-07-31,96.48,107.27
